2.591,2.91608607680028,3.72215231607676,3.98310607557225,4.0153234664359,3.95025981369074,3.89413738167141,3.87218694960446,3.82175114022226,3.85231441840476,3.93493488159568,4.10839901480416,4.42133698837388,0.00159701325,-0.308143,-0.2560345,-0.221717075,-0.24153855,-0.3097685,-0.42689025,-0.5519015,-0.7088365,-0.861692,-0.981405,-0.9602905,-0.0397232909040806,-0.197132284337229,-0.10305952484133,0.0145204355686009,0.0974818592887834,0.134019876140903,0.151836717637837,0.134257663380345,0.0781817319191655,-0.0419370498317736,-0.202893725020008,-0.353413553528346,4.29121981081925,4.2856514396902,4.28767794708088,4.31205233033096,4.32513573760203,4.32921490544751,4.35320268855775,4.38981447159607,4.43803801493353,4.4989658581107,4.57573811012447,4.6548124326861,4.67772397746793,4.6803672755285,4.67934323992115,4.68593246158969,4.70207115702135,4.71052999403718,4.72736518544361,4.74970611200218,4.76994718914244,4.79869857869062,4.82451194529041,4.85353014880825,23.32,-0.01,17.6403558468063,1.54587700199337
2.592,2.91751086791984,3.7238345111228,3.9847471934696,4.01665800769299,3.95095374379162,3.89424202001072,3.87127772659189,3.82015509857362,3.85093590029731,3.93388522861617,4.1075949367058,4.42058694854153,0.0005721015,-0.30945225,-0.25774725,-0.224093925,-0.244833625,-0.3134,-0.4304775,-0.555026,-0.711261,-0.863665,-0.98240525,-0.960282,-0.0400013074785251,-0.19742119545276,-0.103205943067635,0.0144678877510835,0.0976214020805106,0.134233190440576,0.151918963828702,0.134411481221653,0.0780868121245381,-0.0416470947292854,-0.202297504562263,-0.352913778266474,4.29223000192464,4.28635751867192,4.28810565245228,4.31213860530968,4.32510274106866,4.32882923829212,4.35244880028954,4.38902372510884,4.43741152545862,4.49832705525768,4.57529135265394,4.65433049696856,4.67810223782177,4.68075530556117,4.67980614550586,4.68663306774596,4.70291732566819,4.71151417455043,4.72837986344856,4.75050584050637,4.77059619190879,4.79925931584477,4.82500246719817,4.85398308509246,23.32,-0.01,17.6418656958113,1.54610617907413
2.593,2.9178541513983,3.72390238849149,3.98530716555316,4.01804717828957,3.95232058867696,3.89543784891307,3.87147520121722,3.81889546981795,3.84919149145484,3.93255874610726,4.10645446463081,4.41927029115303,0.0024650535,-0.307693,-0.255849,-0.22201525,-0.243185225,-0.31258175,-0.43016075,-0.554726,-0.7103325,-0.86228425,-0.980545,-0.95779925,-0.0401746789245962,-0.197383797345244,-0.102961530474615,0.0146280042824048,0.0967990427418391,0.132560073695716,0.14966540143818,0.13220486696948,0.0756546093131022,-0.0437887489570947,-0.204089039607596,-0.355072969870711,4.2934667862343,4.28734442905633,4.28872241158937,4.31234687317179,4.3250991247956,4.3285375871531,4.35175427403193,4.38818092098926,4.43663540847756,4.49758614102323,4.57471033542114,4.65371415699115,4.67786577245462,4.68058353522408,4.67947177982043,4.68640631960853,4.70280301990667,4.71152512503459,4.72853081043271,4.75061660224363,4.77061879753202,4.79923634522762,4.82488694170698,4.85385985172973,23.32,-0.01,17.643575524817,1.54589660003344
2.594,2.91867358280744,3.72464126325993,3.98597901427207,4.01889044381812,3.95330853329414,3.89660744458599,3.87208756959416,3.81883026415474,3.84904645428885,3.93221048508676,4.10616590677356,4.41929727720325,0.00276593,-0.307306,-0.25552075,-0.2219828,-0.2440563,-0.3139295,-0.432241,-0.55706625,-0.7124685,-0.863587,-0.9815665,-0.958888,-0.0402356361499522,-0.197500016780707,-0.103530027274433,0.0137003253841044,0.0953385404358172,0.130763763119138,0.148149152044634,0.1309346055027,0.0744015970104963,-0.0448631276234185,-0.20494339679462,-0.355374504803337,4.29564142967292,4.28957201351233,4.29087755491942,4.31430543744491,4.32677893138146,4.3294051776929,4.35162115491731,4.38713474025938,4.43488186903728,4.49532521012302,4.57199589332964,4.65064304759426,4.67925980059524,4.68196497194122,4.68119776396998,4.68815723675918,4.70469161292933,4.71349659367595,4.73040811256023,4.75236426036526,4.77210407827673,4.80049409734789,4.82590212345352,4.85464768884878,23.32,-0.01,17.6446054218205,1.54581980771318
2.595,2.9195329115766,3.72551002236358,3.98674021158513,4.01984237861881,3.95447030018087,3.89775213000742,3.8729676726754,3.81931908559084,3.84928007289511,3.9319292296578,4.10561986304118,4.41897602330761,0.0033376475,-0.30631925,-0.25377275,-0.219646325,-0.242197725,-0.31297275,-0.43262675,-0.55880525,-0.71424825,-0.865295,-0.9827795,-0.95994325,-0.0408070653656457,-0.198128460648883,-0.104664120824903,0.0118890156300196,0.0930093815036007,0.128226539595585,0.146155026455056,0.129814286354318,0.0737622788977307,-0.0449872663228878,-0.205045041530497,-0.355248286007035,4.29691503471714,4.29061311891014,4.29161790957986,4.31464633359649,4.32700316014422,4.32953525319158,4.35112151166157,4.38624464576133,4.43371837667931,4.49432128827214,4.57107037358869,4.64985614837624,4.67972860749826,4.68242385686795,4.68164661734723,4.68865088761479,4.70524498003965,4.71407734116325,4.73110121192495,4.7530174559784,4.77269683314723,4.8009591815963,4.82628227495084,4.85494298109379,23.32,-0.01,17.6469451878283,1.54568902079274
2.596,2.92032577921181,3.7262889041319,3.98742785570744,4.02057136705203,3.95562726581429,3.89902660684893,3.87423831399751,3.8204273717856,3.85007521622572,3.93237486370537,4.10591726558434,4.41950019423788,0.0038917225,-0.30593875,-0.253206,-0.2187194,-0.241264875,-0.3124715,-0.432712,-0.5595855,-0.714985,-0.8660065,-0.98342275,-0.9608025,-0.0410242697699836,-0.198244180122678,-0.104653146602813,0.0115342081269575,0.0922001465786841,0.126917829604627,0.144212773141751,0.127887332330186,0.0717726031139877,-0.0469261220310691,-0.20680630356873,-0.356333831905819,4.29846634459066,4.29227867223356,4.29325432088899,4.31610033036261,4.32824493736408,4.33013189166403,4.35054353087816,4.38437317311999,4.43096292743794,4.49128838532178,4.56827826179171,4.64730847208857,4.67958721522986,4.68233252654849,4.6813527544034,4.68843937572341,4.70507324690194,4.71396532428025,4.73113918629203,4.75310311696735,4.77274232913894,4.80092930784421,4.82613465732786,4.85476268959872,23.32,-0.01,17.6502648558393,1.54647974171538
2.597,2.92098651368262,3.72669417321058,3.98765008942012,4.02089181404445,3.95647294980254,3.8999872727541,3.87533994438654,3.8214388381774,3.85089275759968,3.93313215653351,4.10662737133229,4.42027167846282,0.00540464,-0.3045425,-0.2510975,-0.215501525,-0.23663055,-0.3075325,-0.427727,-0.5554515,-0.71169,-0.86336775,-0.98154975,-0.95999675,-0.0407041209972646,-0.197969294001729,-0.104430882789803,0.0115773058653099,0.0915143055879844,0.125229588694344,0.141870264897028,0.125528874912957,0.0702726278383654,-0.0477006385586393,-0.206799279156642,-0.355439251890861,4.29702249089799,4.29077165809276,4.29155798466197,4.31482980820518,4.32813878013342,4.33156268315025,4.35209103725242,4.38463332953394,4.4298726955256,4.48946484021496,4.5666281978768,4.64584177070087,4.68300358198066,4.68579269782753,4.68510462590398,4.69181668326688,4.70787592043955,4.71608309231657,4.73178029860656,4.75300842054566,4.77201923210753,4.79973288520175,4.82474222995223,4.85323729335596,23.32,-0.01,17.6479950828317,1.54653653603557
2.598,2.92142716582991,3.72672087526553,3.98734725663413,4.02056993024265,3.95667442727783,3.90035015603923,3.87611862140827,3.82234847118314,3.85185965315102,3.93393032149709,4.10709175325906,4.42057478874419,0.0067786975,-0.303274,-0.249524375,-0.2129778,-0.232847225,-0.30270525,-0.42206825,-0.550026,-0.70683575,-0.8596275,-0.97861925,-0.957739,-0.0403911042945911,-0.197549215014054,-0.103462631100234,0.0126405528115851,0.0924110606841921,0.125766111747902,0.141734071446974,0.125487626672109,0.0707073557802165,-0.0468881194496315,-0.205613388604479,-0.354129717466981,4.2974180208265,4.29109411681831,4.29198726392381,4.31530397596885,4.32875408104481,4.33263140242114,4.35313347562801,4.3851119296404,4.42968592788847,4.48914222859196,4.56605585824937,4.64542366058621,4.68301231683507,4.68575958159615,4.68452122597756,4.69142838848862,4.70744761516148,4.71569226466386,4.73159189458004,4.75279211415086,4.77177532183947,4.79951606756547,4.82448774069383,4.85299006072661,23.32,-0.01,17.6473151508295,1.54706888279734
2.599,2.92086600651613,3.72563655242137,3.98612984500817,4.01965323277133,3.95614362770805,3.90008735608601,3.87686140969483,3.82376181596014,3.85369426907333,3.93592509501671,4.10922304440332,4.42238034356753,0.00595883,-0.30395975,-0.2501145,-0.21306755,-0.231720975,-0.30053475,-0.41903125,-0.5463195,-0.70366725,-0.857084,-0.976857,-0.95664775,-0.0392542109507859,-0.196226055808923,-0.101197668939711,0.0154754363765132,0.0958338147276998,0.129237488271014,0.1445092324448,0.127565072331313,0.0726598075485361,-0.0456707209829509,-0.204994920237548,-0.353833257891434,4.29769552802459,4.29143866148409,4.2923463450223,4.31573142209457,4.32948229507427,4.33407049768562,4.35483251622662,4.3864698259249,4.43038927099912,4.48950908081093,4.56601920419362,4.64529484114993,4.68319530217691,4.68608816072803,4.68445508537993,4.69119779658192,4.70714213300298,4.71536434112939,4.73133356555229,4.75254107300165,4.77153401644466,4.79921197580046,4.8241158755584,4.8526254902196,23.32,-0.01,17.6464052418265,1.54700048963712
2.6,2.92060754131566,3.72486334164187,3.98497036208337,4.01873411175706,3.95521077675596,3.89926139135244,3.87641004746772,3.82344842943339,3.85375091879582,3.93611051660127,4.10954066310955,4.42275622255272,0.00587608,-0.30410575,-0.25034275,-0.21342565,-0.231685225,-0.30023575,-0.41837875,-0.54510525,-0.70278175,-0.8563655,-0.9763385,-0.956231,-0.0383494236028682,-0.195293252190203,-0.100140146428024,0.0170679570588404,0.0978034165610173,0.13139518066441,0.14662530179443,0.129228014290755,0.0743245242958965,-0.0443794681057873,-0.203984620857126,-0.352997224817335,4.2982913777176,4.29206214550909,4.29300470129942,4.31647165525704,4.33033865938451,4.33539194274432,4.35648500501779,4.38804879444143,4.43165247036194,4.49054647343729,4.5668956033366,4.64620352042156,4.6836203638007,4.68648662893673,4.68467755703864,4.69136884289774,4.70716701092167,4.71527585302089,4.73113687066396,4.75206445911208,4.7706945631859,4.79794382793678,4.82248155121449,4.85068435565599,23.32,-0.01,17.6434455378166,1.54700488919713
